,key,val
579,Bảo quản chế biến nông sản.,7540105
580,Khoa học nghề vườn.,74403
581,Lâm nghiệp.,76202
582,Chăn nuôi thú y.,7620105
583,Khoa học đất.,7620103
584,Quản lý môi trường và nguồn lợi thủy sản.,78501
585,Quản lý môi trường và nguồn lợi thủy sản,78501
586,Trồng trọt.,7620110
587,Sư phạm mỹ thuật,7140222
588,"Hội họa ( Hội họa, Tạo hình đa phương tiện)",7310301
589,Điêu khắc,7210105
590,"Thiết kế đồ họa ( thiết kế đồ họa, thiết kế mỹ thuật đa phương tiện)",7210403
591,Thiết kế thời trang,7210404
592,"Thiết kế nội thất ( thiết kế nội thất, thiết kế truyền thống)",7580108
593,Hội họa,7310301
594,Thiết kế đồ họa,7210403
595,Thiết kế Nội thất,7580108
596,Sư phạm Mĩ thuật,7140222
597,Đồ họa,7210403
598,Thiết kế nội thất - Học tại Huế,7580108
599,Sư phạm Mỹ thuật,7140222
600,Thiết kế thời trang (Phân viện Quảng Trị),7210404
601,Thiết kế nội thất (Phân viện Quảng Trị),7580108
602,Hội hoạ,7210103
603,Đồ hoạ,7210104
604,Thiết kế nội thất - Học tại Quảng trị,7580108
605,Đồ học,7440212
606,Thiết kế đồ họa (Phân viện Quảng Trị),7210403
607,Thiết kế nội thất,7580108
608,Mỹ thuật ứng dụng,72104
609,Kỹ thuật điện,7520201
610,Thiết kế Đồ họa,7210403
611,Kĩ thuật điện,7520201
612,Công nghệ kĩ thuật môi trường,7510406
613,Kỹ thuật trắc địa - Bản đồ,7520503
614,Kĩ thuật trắc địa - Bản đồ,7520503
615,Công nghệ kỹ thuật môi trường.,7510406
616,Kĩ thuật trắc địa - Bản đồ:,7520503
617,Kỹ thuật trắc địa bản đồ.,7520503
618,Kỹ thuật trắc địa bản đồ,7520503
619,Giáo dục tiểu học; Giáo dục tiểu học - Giáo dục hòa nhập,7140202
620,Giáo dục công dân,7140204
621,Giáo dục Quốc Phòng - An Ninh,7140208
622,Sư phạm Ngữ Văn,7140217
623,Sư phạm Công nghệ,7140246
624,Sư phạm khoa học tự nhiên,7140247
625,Giáo dục pháp luật,7140248
626,Sư phạm lịch sử - Địa lý,7140218
627,Tâm lý học giáo dục,7310403
628,Hệ thống thông tin,7480104
629,"Vật lý ( giảng dạy tiếng Anh, liênKết ĐH Virginia, Hoa Kỳ)",7140231
630,Sư phạm Vật lí,7140211
631,"Vật lý (đào tạo theo chương trình tiên tiến, giảng dạy bằng tiếng Anh theo chương trinh đào tạo của Trường ĐH Virginia, Hoa Kỳ)",7340121
632,Sư phạm Địa lí,7140219
633,Vật lí (chương trình tiên tiến),7580202
634,Sư phạm Vật Lý,7140211
635,Sir phạm Kỹ thuật nông nghiệp,7140215
636,Sư phạm Kĩ thuật công nghiệp,7140214
637,Giáo dục quốc phòng - An ninh,7140208
638,Sư phạm Kỹ thuật nông nghiệp,7140215
639,Sư phạm toán,7140209
640,Sư phạm tin học,7140210
641,Sư phạm vật Lý,7140211
642,Sư phạm công nghệ thiết bị trường học,7140246
643,SP Công nghệ thiết bị trường học,7510406
644,SP Hóa học,7440112
645,SP Sinh học,74201
646,SP Kĩ thuật nông lâm,7140215
647,Tâm lí học giáo dục,7310403
648,Giáo dục chính trị - Giáo dục quốc phòng,7140205
649,SP Ngữ văn,7140217
650,SP Lịch sử,7229010
651,SP Địa lí,7140219
652,Giáo dục tiểu học:,7140202
653,Sư phạm kỹ thuật công nghệ,7140214
654,Sư phạm công nghệ thiết bị trường học.,7140246
655,Sư phạm sinh học,7140213
656,Sư phạm kỹ thuật nông lâm,7140215
657,Tâm lý giáo dục,7310403
658,Hán - Nôm,7220104
659,Triết học,7229001
660,Ngôn ngữ học,7229020
661,Toán kinh tế,7310108
662,Xã hội học,7310301
663,Kỹ thuật sinh học,7420202
664,Toán học,74601
665,Kỹ thuật phần mềm ( chương trình đào tạo đặc biệt theo cơ chế đặc thù),7480103
666,Quy hoạch vùng và đô thị,7580105
667,Địa kỹ thuật xây dựng,7580211
668,Hán Nôm,7220104
669,Sinh học,74201
670,Hoá học,7310602
671,Địa chất học,7440201
672,"Công nghệ kỹ thuật điện tử, truyền thông",7320106
673,Kiến trúc,7580101
674,Quản lý tài nguyên và môi trường*,78501
675,Vật lí học,7440102
676,Địa lí tự nhiên,7440217
677,Kĩ thuật địa chất,7520501
678,Tin học,7140210
679,Kiến trúc công trình,7580101
680,Hóa học :,7440112
681,Địa chất công trình và địa chất thủy văn,7440201
682,Địa lí tự nhiên :,7440217
683,Khoa học môi trường:,74403
684,Khoa học môi trường.,74403
685,Công nghệ sinh học :,7420201
686,Công nghệ sinh học.,7420201
687,Triết học:,7229001
688,Triết học.,7229001
689,Hán - Nôm:,7220104
690,Báo chí:,7320101
691,Xã hội học:,7310301
692,Ngôn ngữ học :,7229020
693,Đông phương học:,7310608
694,Địa chất,7440201
695,Địa lý,73105
696,Địa lý.,73105
697,Xã hội học.,7310301
698,Ngôn ngữ.,7229020
699,Ngôn ngữ,7229020
700,Đông phương học.,7310608
701,Quản lý bệnh viện,7720802
702,Thanh nhạc,7210205
703,Piano,7210208
704,Ngôn ngữ Pháp: Tiếng Pháp thương mại,7220203
705,"Văn học: Văn - Sư phạm, Văn - Truyền thông, Văn - Quản trị văn phòng",7340406
706,"Văn hóa học : Văn hóa di sản, Văn hóa du lịch",7229040
707,"Xã hội học: Xã hội học về truyền thông - Báo chí, Xã hội học về Quản trị Tổ chức xã hội",7310301
708,"Tâm lý học: Tham vấn và trị liệu, Tham vấn và quản trị nhân sự.",7340404
709,"Đông phương học: Nhật Bản học, Hàn Quốc học",7310608
710,Việt Nam học: Văn hiến Việt Nam,7310630
711,"Quan hệ công chúng*: Truyền thông - sự kiện, Quảng cáo",7320108
712,Công nghệ sinh học*,7420201
713,Logistics và Quản lý chuỗi cung ứng*,7510605
714,"Kỹ thuật điện tử - viễn thông: Kỹ thuật điện tử - viễn thông, Kỹ thuật điều khiển và tự động hóa",7520207
715,Khoa học cây trồng*,7620110
716,Công tác xã hội*,77601
717,Du lịch*,78101
718,Quản trị nhà hàng và dịch vụ ăn uống*,7810202
719,Y Khoa,7720101
720,Y học dự phòng,7720110
721,Kỹ thuật xét nghiệm y học,7720601
722,Kỹ thuật hình ảnh y học,7720602
723,Y tế công cộng,77207
724,Kĩ thuật y học,77206
725,Xét nghiệm y học,7720601
726,Điều dường,7720301
727,Kỹ thuật y học,77206
728,Xét nghiệm Y học,7720601
729,Răng Hàm Mặt,7720501
730,Y Đa khoa,7720101
731,Kĩ thuật Y học,77206
732,Bác sỹ đa khoa,7720101
733,Bác sỹ răng hàm mặt,7720501
734,Dược sỹ,77202
735,Cử nhân điều dưỡng,7720301
736,Cử nhân kỹ thuật y học,77206
737,Cử nhân y tế cộng đồng,77207
738,Bác sỹ y học dự phòng,7720110
739,Bác sỹ y học cổ truyền,7720115
740,Quản trị văn phòng,7340406
741,Thư kí văn phòng,7340406
742,Dịch vụ pháp lý,738
743,Công nghệ kĩ thuật hoá học,751
744,Dược sĩ,77202
745,Dược,77202
746,Truyền thông đa phương tiện,7320104
747,An toàn thông tin,7480202
748,Công nghệ kỹ thuật ô tô,7510205
749,Logistics & quản lý chuỗi cung ứng,7510605
750,Kỹ thuật điện tử - viễn thông,7520207
751,Kỹ thuật y sinh,7520212
752,Kỹ thuật điều khiển & tự động hóa,7510303
753,"Công nghệ dệt, may",7540204
754,Quản lý xây dựng,75803
755,Quản trị dịch vụ du lịch & lữ hành,7810103
756,Quản trị nhà hàng & dịch vụ ăn uống,7810202
757,Kinh doanh Quốc tế,7340120
758,Kỹ thuật cơ – điện tử,7520114
759,Kỹ thuật y sinh*,7520212
760,Kĩ thuật điều khiển và tự động hóa,7510303
761,Công nghệ may,7540204
762,Kĩ thuật xây dựng công trình giao thông,7580205
763,Kĩ thuật cơ khí,7520103
764,Kĩ thuật cơ điện tử,7520114
765,"Kĩ thuật điện, điện tử",7510301
766,"Kĩ thuật điện tử, truyền thông",7320106
767,Kĩ thuật môi trường,7520320
768,Tiếng Nhật,7140236
769,Công nghệ kĩ thuật xây dựng,7510103
770,- Điện tử viễn thông,7520207
771,Điện tử Viễn thông,7520207
772,- Công nghệ thông tin,74802
773,- Kỹ thuật điện,7520201
774,Xây dựng dân dụng và Công nghiệp,75802
775,- Xây dựng dân dụng & công nghiệp,7510103
776,Xây dựng cầu đường,75802
777,- Xây dựng cầu đường,75802
778,Cơ điện tử,7520114
779,- Cơ điện tử,7520114
780,- Kỹ thuật môi trường,7520320
781,Cơ khí tự động,7520116
782,- Cơ khí tự động,7520116
783,- Công nghệ thực phẩm,7540101
784,Công nghệ thực phẩm .,7540101
785,- Công nghệ sinh học,7420201
786,- Công nghệ tự động,7510303
787,- Quản trị kinh doanh,7340101
788,- Kế toán,73403
789,"- Quản trị du lịch, nhà hàng, khách sạn",78102
790,Quản trị du lịchnhà hàngkhách sạn.,7810201
791,Quản trị du lịchnhà hàngkhách sạn,7810201
792,- Tiếng Anh,7140231
793,+ Quản trị kinh doanh,7340101
794,- Công nghệ kỹ thuật xây dựng,7510103
795,Công nghệ thực phẩm.,7540101
796,"+ Quản trị du lịch - khách sạn, nhà hàng",78102
797,Quản trị du lịchkhách sạnnhà hàng,7810201
798,Quản trị du lịchkhách sạnnhà hàng.,7810201
799,Mạng máy tính và truyền thông dữ liệu,7480102
800,Công nghệ kỹ thuật điện tử viễn thông,7510302
801,"Công nghệ sợi, dệt",7540202
802,Công nghệ dệt may,7540204
803,Mạng máy tính và truyền thông dữ liệu (ngành mới),7480102
804,Công nghệ kỹ thuật Cơ điện tử (ngành mới),7510203
805,Công nghệ kỹ thuật Điều khiển và Tự động hóa,7510303
806,Công nghệ Thông tin,74802
807,Công nghệ kỹ thuật Cơ khi,75102
808,Công nghệ Thực phẩm,7540101
809,Công nghệ May,7540204
810,"Công nghệ kỹ thuật Điện, Điện từ",7510301
811,"Công nghệ kỹ thuật Điện tử, Truyền thông",7320106
812,"Công nghệ Sợi, Dệt",7540202
813,Công nghệ kỹ thuật Cơ khí,75102
814,"Công nghệ kỹ thuật Điện, Điện tử",7510301
815,"Công nghệ kỹ thuật điện,điện tử:",7510301
816,Công nghệ sợi dệt,7540202
817,"Công nghệ kỹ thuật điện,điện tử",7510301
818,Công nghệ điện tử truyền thông,7320106
819,Công nghệ kỹ thuật cơ khí:,75102
820,Kế toán (Tại HN),73403
821,Tài chính ngân hàng (Tại HN),7340201
822,Công nghệ kỹ thuật điện,7510301
823,Công nghệ dệt(Tại HN),7540204
824,Công nghệ dệt( tại NĐ),7540204
825,Công nghệ thực phẩm( tại NĐ),7540101
826,Công nghệ thực phẩm (Tại HN),7540101
827,Công nghệ kỹ thuật điện(Tại HN),7510301
828,Công nghệ kỹ thuật điện( tại NĐ),7510301
829,Công nghệ may( tại NĐ),7540204
830,Công nghệ may(Tại HN),7540204
831,Công nghệ thông tin(Tại HN),74802
832,Công nghệ thông tin( tại NĐ),74802
833,Công nghệ kỹ thuật cơ khí(Tại HN),75102
834,Công nghệ kỹ thuật cơ khí ( tại NĐ),75102
835,Công nghệ kỹ thuật điện tử VT(Tại HN),7510301
836,Công nghệ kỹ thuật điện tử VT( tại NĐ),7510301
837,Công nghệ kỹ thuật điện tử VT,7510301
838,Công nghệ cơ điện tử,7510203
839,Kế toán( tại NĐ),73403
840,Quản trị kinh doanh(Tại HN),7340101
841,Quản trị kinh doanh( tại NĐ),7340101
842,Tài chính ngân hàng (tại NĐ),7340201
843,Luật Kinh tế,7380107
844,Quản trị kinh doanh (Xét điểm ĐH),7340101
845,Kế toán ( Xét điểm đại học ),73403
846,Tài chính - Ngân hàng (Xét điểm ĐH),7340201
847,Hệ thống thông tin quản lí (Xét điểm ĐH),7340405
848,Quản trị kinh doanh ( Xét điểm đại học ),7340101
849,Tài chính - Ngân hàng ( Xét điểm đại học ),7340201
850,Hệ thống thông tin quản lí ( Xét điểm đại học ),7340405
851,Kỹ thuật phục hồi chức năng,7720603
852,Y đa khoa (Bác sĩ đa khoa 6 năm),7720101
853,Phục hồi chức năng,7720603
854,Cao đẳng Kỹ thuật hình ảnh y học,7720602
855,Cao đẳng Xét nghiệm y học,7720601
856,Cao đẳng Điều dưỡng,7720301
857,Cao đẳng Hộ Sinh,7720302
858,Vật lý trị liệu,7520309
859,Cao đẳng Vật lý trị liệu,7520309
860,Cao đẳng Hộ sinh,7720302
861,Kỹ thuật Hình ảnh Y học,7720602
862,Kỹ thuật Xét nghiệm Y học,7720601
863,Kỹ thuật Vật lý trị liệu,7520309
864,Cao đẳng Kỹ thuật Hình ảnh Y học,7720602
865,Cao đẳng Kỹ thuật Xét nghiệm Đa khoa,7720601
866,Cao đẳng Kỹ thuật Vật Lý trị liệu / PHCN,7520309
867,Xét nghiệm đa khoa,7720601
868,Kỹ thuật Hình ảnh y học,7720602
869,Kỹ thuật VLTL/PHCN,752
870,CĐ Xét nghiệm Đa khoa,7720601
871,CĐ Kỹ thuật Hình ảnh,7720602
872,CĐ VLTL/PHCN,7140211
873,CĐ Kiểm nghiệm vệ sinh an toàn thực phẩm,7540106
874,CĐ Điều dưỡng Đa khoa,7720301
875,CĐ Điều dưỡng Nha khoa,7720301
876,CĐ Điều dưỡng Gây mê,7720301
877,CĐ Hộ sinh,7720302
878,Xét nghiệm đa khoa.,7720601
879,Kỹ thuật hình ảnh.,7720602
880,Kỹ thuật hình ảnh,7720602
881,Vật lí trị liệu/ phục hồi chức năng.,7720603
882,Vật lí trị liệu/ phục hồi chức năng,7720603
883,Điều dưỡng đa khoa,7720301
884,Kỹ thuật hình ảnh (không tuyển nữ).,7720602
885,Kỹ thuật hình ảnh (không tuyển nữ),7720602
886,Vật lí trị liệu/ Phục hồi chức năng,7720603
887,Kiểm nghiệm vệ sinh an toàn thực phẩm,7540101
888,Điều dưỡng đa khoa.,7720301
889,Điều dưỡng nha khoa.,7720301
890,Điều dưỡng nha khoa,7720301
891,Điều dưỡng gây mê.,7720301
892,Điều dưỡng gây mê,7720301
893,Hộ sinh (không tuyển nam).,7720302
894,Hộ sinh (không tuyển nam),7720302
895,Khoa học máy tính,7480101
896,Kế Toán,73403
897,"Công nghệ kỹ thuật điện tử, viễn thông",7510302
898,Tâm lí học,73104
899,Bảo hiểm,7340204
900,Quản trị Nhân lực,7340404
901,Công tác Xã hội,77601
902,Quản trị Kinh doanh,7340101
903,Kinh tê (kinh tế lao động),7310101
904,Bảo hiểm:,7340204
905,Công tác xã hội:,77601
906,Quản trị nhân lực:,7340404
907,- Ngôn ngữ Anh,7220201
908,- Kinh doanh quốc tế,7340120
909,- Luật kinh tế,7380107
910,- Quản lý công nghiệp,75106
911,- Kỹ thuật công trình xây dựng,7510102
912,- Dược học,77202
913,- Công nghệ Kỹ thuật công trình xây dựng,7510102
914,- Dược,7720203
915,Quản tị dịch vụ du lịch và lữ hành,7810103
916,Khí tượng và khí hậu học,7440221
917,Thủy văn học,7440224
918,Biến đổi khí hậu và phát triển bền vững,7620116
919,Kỹ thuật trắc địa – bản đồ,7520503
920,Kinh tế tài nguyên thiên nhiên,7850102
921,Quản lý tài nguyên nước,7580212
922,Quản lý biển,7340403
923,Khí tượng học,7440221
924,Thủy văn,7440224
925,Khí tượng thủy văn biên,7440221
926,Kỳ thuật trắc địa bản đồ,7520503
927,Kỹ thuật trác địa - bản đồ,7520503
928,Kỹ thuật cấp thoát nước,7580213
929,Quản lý tài nguyên môi trường,78501
930,Quản lý tổng hợp tài nguyên nước,7580212
931,Quản lý tài nguyên khoáng sản,7620211
932,Quản lý tài nguyên và môi trường biển đảo,78501
933,Quản lý tài nguyên nước*,7580212
934,Khí tượng thủy văn biển,7440221
935,Quản lý Tài nguyên môi trường,78501
936,Quản lý biển*,7340403
937,Quản trị dịch vụ du lịch và lừ hành,7810103
938,Khí tượng học (Liên thông),7440221
939,Biên đôi khí hậu và phát triên bền vững,7440221
940,công nghệ thông tin (Liên thông),74802
941,Kv thuật địa chât,7520501
942,K.ỹ thuật trắc địa - bản đồ,7520503
943,Kỹ thuật trắc địa - bản đồ (Liên thông),7520503
944,Quản lý Tài nguyên và môi trường (Liên thông),78501
945,Quản lý đât đai,7850103
946,Công nahệ kỹ thuật tài nguyên nước,7580212
947,Công nghệ kỹ thuật trăc địa,751
948,Khí tượng thủy văn biền,7440221
949,Biến đổi khí hậu & PTBV,7440221
950,Kỳ thuật địa chất,7520501
